Ticker,Ret%,Vol%,Ret/Vol,Skew,Kurt
XLB,10.512514111082806,18.791316612994812,0.559434675472024,-0.3343352067575065,7.286640808708805
XLE,9.754009107878433,25.951676925806083,0.3758527487747486,-0.36687934050809773,12.644546384692447
XLF,13.756400413377476,18.055122176480637,0.7619112337714968,-0.2935473692423859,11.365207950580192
XLI,14.44492937942637,17.183055274270874,0.840649648671942,-0.3712540635705885,10.9368727788437
XLK,19.457659483775526,17.29846110135363,1.1248202582744735,-0.07867091782185809,9.83170733831938
XLP,10.353535493945728,11.78766623710648,0.8783363293196883,-0.5028298168486676,14.738741349177698
XLU,11.346970605565337,13.827862588767836,0.8205874575859837,-0.2948566674344562,17.53817609549781
XLV,12.975477975216279,13.464124321893891,0.9637075286149112,-0.42070883138188775,8.499245674498052
XLY,16.284147728770566,17.983025379138017,0.9055288187304508,-0.3834575609183269,7.775098787482033
1617.T,9.524320186988463,13.383421054012883,0.7116506421303014,-0.3688381841182307,5.55715759590306
1618.T,12.384962401928773,22.47897656137652,0.5509575744301755,-0.10678592031250284,4.825770456344509
1619.T,13.02592013483983,16.33467677402495,0.7974397237877009,0.17243729276662043,10.522287847678472
1620.T,10.036148341480505,15.259952528848707,0.6576788703967014,-0.32660304709428556,5.845033185625889
1621.T,9.888089886865265,16.68434571868385,0.5926567366553759,0.008869973526766177,4.713054990788944
1622.T,11.841447341883168,21.20023148192684,0.5585527380669396,0.046605882747521296,3.7410344997012177
1623.T,11.584720781614482,24.260127077783455,0.4775210263520569,0.32970808699856125,14.745321401561444
1624.T,13.925430401991251,20.680573533470383,0.6733580371672816,-0.2834286695639534,3.9625268683760315
1625.T,13.328098143737707,20.259516495893294,0.6578685205266068,-0.14897306296328167,5.571580249884265
1626.T,13.161479360808363,14.822202418947047,0.8879570652728502,-0.21867060320268114,9.584179486425331
1627.T,4.034950858211612,21.643366158652007,0.18642898838536845,-0.23095909790394822,7.33895831087281
1628.T,8.385373063507348,15.856153236085213,0.5288403144606368,-0.26691876857548263,13.038517392520617
1629.T,16.21030739489334,17.043964587734507,0.9510878358993365,-0.38670475952901345,10.381653188604966
1630.T,12.042434159477514,14.659461602395702,0.8214786112956219,-0.6628826369441991,19.677412599211046
1631.T,14.725868445082696,22.525312877934546,0.6537475650119796,-0.2997844594183644,11.473468599745292
1632.T,14.866031521372769,22.63024781957786,0.6569097978905861,-0.13883440369295635,10.602054860689444
1633.T,12.223550897266383,23.15436861255306,0.5279155351547538,0.4741260848519088,14.572731441779819
